Order ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Order Date,City,Payment Method,Status,Salesperson,Notes
ORD-4688-96,S Johnson,Cell Phone,ELECTRONICS,1,308.01,308.01,6/27/2022,L.A.,Apple Pay,,SP-412,discount applied
ORD-7168-54,E Davis,Cell Phone,Computers,5,824.45,4122.25,4/15/2022,,Google Pay,CANCEL,SP-723,bulk order
ORD-5529-91,Michael Brown,Cell Phone,Mobile,3,1058.72,3176.16,9/4/2022,SEA,Bank Transfer,Delivered,SP-838,discount applied
ORD-7857-61,M Brown,Computer Mouse,Electronics,5,719.18,3595.9,1/1/2024,Seattle, WA,CC,Delivered,SP-965
,,,,,,,,,,,,
ORD-2599-70;JOHN SMITH;Computer Mouse;Mobile;5;406.98;2034.9;28-11-2023;L.A.;Google Pay;Refunded;SP-414;discount applied,,,,,,,,,,,,
ORD-5817-69,John S.,Wireless Headphones,Electronics,5,1260.28,6301.4,4/29/2023,,Bank Transfer,CANCEL,SP-155,URGENT
ORD-8496-28,Michael Brown,Mouse,Gadgets,4,1973.95,7895.8,17/11/22,Houston, TX,Apple Pay,Refunded,SP-272
ORD-8105-91,Emily Davis,Headphones,ELECTRONICS,4,5.34,21.36,1/18/2023,MIA,PayPal,Completed,SP-741,discount applied
ORD-2682-59,Emily D.,Display,Mobile,1,617.11,617.11,6/17/2023,HOU,Cash,Delivered,SP-601,bulk order
ORD-3149-37,Walk-in,Laptop,Gadgets,1,1298.63,1298.63,7/2/2023,NY,Debit Card,Completed,,
ORD-8772-99,JOHN SMITH,smart phone,Electronics,1,576.46,576.46,13/09/23,NYC,CASH,,,URGENT
ORD-5308-76,S Johnson,Tablet Computer,ELECTRONICS,1,1825.2,1825.2,12/6/2023,New York,Credit Card,Pending,SP-955,
ORD-2229-22,Sarah J.,Mechanical Keyboard,Computers,3,147.66,442.98,28-Jun,2022,Chicago,Google Pay,Delivered,SP-218
ORD-3793-52,Brown, Mike,Earphones,Mobile,1,718.31,718.31,4/27/2022,Houston, TX,Apple Pay,COMPLETE
ORD-1960-30,John S.,Headphone,electronics,4,790.51,3162.04,1/3/2023,,Cash,pending,SP-215,
ORD-6148-11,Customer,Wireless Keyboard,Computers,3,1392.07,4176.21,9/26/2023,Online,PayPal,pending,SP-792,corporate client
ORD-1894-11,R Wilson,Smartphone,electronics,2,1008.71,2017.42,4/9/2022,NY,CASH,Refunded,SP-487,bulk order
ORD-8341-21,Davis, Emily,Earphones,Accessories,4,84.65,338.6,2/18/2023,Miami, FL,Credit Card,Pending
ORD-8474-53,Brown, Mike, Jr.,laptop,Computers,3,1258.53,3775.59,30/04/23,N/A,CC,Pending
ORD-5783-80,Emily D.,Tablet Computer,Tech,2,1652.59,3305.18,2/24/2023,LA,PayPal,Pending,SP-502,URGENT
ORD-2765-63,J Smith,Mechanical Keyboard,Tech,4,1199.17,4796.68,6/1/2023,New York,CASH,Completed,SP-543,corporate client
ORD-3903-98,Bob Wilson,Smartphone,Gadgets,5,677.6,3388,1/29/2023,N/A,PayPal,Shipped,SP-451,URGENT
ORD-9393-48,Customer,Computer Monitor,Accessories,5,441.73,2208.65,2/10/2023,Chicago, IL,Cash,Cancelled,SP-810
ORD-7839-96,Walk-in,Computer Monitor,Mobile,4,1069.32,4277.28,1/26/2022,,Credit Card,Refunded,SP-904,discount applied
ORD-2016-98,Guest,Tablet,Computers,1,932.56,932.56,23-Sep,2023,Miami, FL,PayPal,CANCEL
ORD-1769-58,M Brown,Headphone,Accessories,1,2.52,2.52,28-Sep,2023,Houston, TX,PayPal,Delivered
ORD-3906-97,Smith, John,Smartphone,Gadgets,1,885.59,885.59,24-07-2023,Seattle,Apple Pay,Completed,SP-826
